model_name,probability_mode,uncertainty_score,split,coverage,cutoff_source,uncertainty_cutoff,retained_n,referred_n,referral_fraction,retained_macro_auroc,retained_macro_average_precision,retained_macro_f1,retained_micro_f1,retained_brier,retained_ece,referred_macro_auroc,referred_macro_f1,overall_macro_auroc,overall_macro_f1,reason
strong_signal_only,raw,entropy_macro,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7229439446381364,0.7624083233839332,0.09017366339807838,0.03683107865628436,,,0.9114075266819333,0.7229439446381364,empty retained or referred subset at this coverage
strong_signal_only,raw,entropy_macro,validation,0.9,validation,0.4330547405489977,1965,218,0.09986257443884562,0.9199803933730222,0.7892765189962908,0.7389895069800666,0.7857142857142857,0.08139692518751354,0.036810654373488426,0.7627015456583908,0.5567397461070043,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_macro,validation,0.8,validation,0.3774937294219288,1747,436,0.19972514887769124,0.9237413206949651,0.7955893526707651,0.7474407213278214,0.8030923146884947,0.07435278779134111,0.033086945577663174,0.8082687075581891,0.6090809511382742,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_macro,validation,0.7,validation,0.3353538858349435,1529,654,0.2995877233165369,0.9275698849175695,0.8044012500303481,0.7602792844619768,0.8248253627082214,0.06641835891560846,0.03000233138355282,0.8317523303539496,0.6335196549668953,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_macro,validation,0.6,validation,0.29788728214888344,1310,873,0.3999083829592304,0.9305270930459606,0.809385941400927,0.7686409761999038,0.8409090909090909,0.060484968322353574,0.02917004365544601,0.8538567824169151,0.6576895458126284,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_macro,validation,0.5,validation,0.25660178508975384,1092,1091,0.49977095739807603,0.9327484522434126,0.8139322287685491,0.7844838916285589,0.8664259927797834,0.05107523578665105,0.025283975247451518,0.8639839708362326,0.6667811374372008,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_max,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7229439446381364,0.7624083233839332,0.09017366339807838,0.03683107865628436,,,0.9114075266819333,0.7229439446381364,empty retained or referred subset at this coverage
strong_signal_only,raw,entropy_max,validation,0.9,validation,0.6905019930168577,1965,218,0.09986257443884562,0.9138293561832145,0.7753856558162614,0.7250747466424043,0.7728706624605678,0.08572573692783118,0.036686684705210915,0.8706223798812971,0.6854114253577739,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_max,validation,0.8,validation,0.6808548302426111,1747,436,0.19972514887769124,0.9183994111970903,0.7794959838739904,0.7372498370912623,0.7936066712995136,0.07859508846572746,0.03503692510097187,0.8536846631494219,0.6605533203937617,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_max,validation,0.7,validation,0.6580678396365633,1529,654,0.2995877233165369,0.9209737274713102,0.7828610725823538,0.7417172220714543,0.8150609080841639,0.07020220401038604,0.029294211919268308,0.8533450630465413,0.6617072650188105,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_max,validation,0.6,validation,0.6166490216378666,1310,873,0.3999083829592304,0.9197194489579053,0.7758290288213006,0.7380735287867537,0.8359322033898305,0.06251877390530189,0.02846298726061272,0.8642461322223758,0.6720755544984165,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,entropy_max,validation,0.5,validation,0.5593801230235868,1092,1091,0.49977095739807603,0.9232529224591683,0.7778231121292047,0.7451787438979975,0.8567860116569526,0.054496493842207706,0.024249894887408852,0.8714782418107923,0.6819354684160341,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,margin_uncertainty,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7229439446381364,0.7624083233839332,0.09017366339807838,0.03683107865628436,,,0.9114075266819333,0.7229439446381364,empty retained or referred subset at this coverage
strong_signal_only,raw,margin_uncertainty,validation,0.9,validation,-0.02878385,1965,218,0.09986257443884562,0.915039189139598,0.7783009595007011,0.7263393252323935,0.7717202851088423,0.08590673070492065,0.03714396832715501,0.8635180587832266,0.6754514027394871,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,margin_uncertainty,validation,0.8,validation,-0.06351890000000004,1747,436,0.19972514887769124,0.919059467207784,0.7820669404116102,0.7399127683682034,0.7904509283819628,0.0808603734845801,0.03680167942002059,0.8589377011850414,0.6485461225551126,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,margin_uncertainty,validation,0.7,validation,-0.09853855,1529,654,0.2995877233165369,0.9222670584540813,0.786721998034196,0.7495926125156893,0.8070356958096223,0.0747841302576398,0.03429797231350958,0.8622480500374501,0.6551082620682027,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,margin_uncertainty,validation,0.6,validation,-0.14068716000000003,1310,873,0.3999083829592304,0.9258950724290154,0.7904732497728812,0.7663037103283161,0.8322942643391521,0.06573670304024258,0.02941469770951181,0.8630219972505889,0.6572457632035673,0.9114075266819333,0.7229439446381364,
strong_signal_only,raw,margin_uncertainty,validation,0.5,validation,-0.18528095,1092,1091,0.49977095739807603,0.9301839061347286,0.799823409481695,0.7885179343021835,0.8574730354391371,0.05737292560940229,0.026273936461106272,0.867797105151326,0.663954168711127,0.9114075266819333,0.7229439446381364,
strong_signal_only,temperature_scaled,entropy_macro,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7214090103714323,0.7600470825626366,0.08945284038831212,0.03166043872162867,,,0.9114075266819333,0.7214090103714323,empty retained or referred subset at this coverage
strong_signal_only,temperature_scaled,entropy_macro,validation,0.9,validation,0.46292016377767764,1965,218,0.09986257443884562,0.9197165871936651,0.7891749504107242,0.7393399818382365,0.7848294263388603,0.08106417694806127,0.03151012030046476,0.7699930205921306,0.5443763077161223,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_macro,validation,0.8,validation,0.41232135861717234,1747,436,0.19972514887769124,0.9250081849865663,0.7992894750931349,0.7485306918004717,0.8017028904324446,0.07377484575379487,0.029118352230369494,0.8080983821045086,0.6030805999160639,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_macro,validation,0.7,validation,0.3716061594309146,1529,654,0.2995877233165369,0.9293868008137476,0.808383961458983,0.7627913767140319,0.8237162519851774,0.06612115123322991,0.02564430025415913,0.8310232011663217,0.6277565174368233,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_macro,validation,0.6,validation,0.3358425467889494,1310,873,0.3999083829592304,0.9325800377074132,0.8153922661015967,0.7700582061716268,0.8395140664961637,0.05995614023974875,0.021770554706644414,0.8527576370107607,0.6520200964082158,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_macro,validation,0.5,validation,0.2988319322454229,1092,1091,0.49977095739807603,0.9339523602452496,0.8169967217880911,0.7852536588756894,0.8652312599681021,0.05115358149383722,0.019886242486049914,0.8641861366584264,0.6639895325920112,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_max,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7214090103714323,0.7600470825626366,0.08945284038831212,0.03166043872162867,,,0.9114075266819333,0.7214090103714323,empty retained or referred subset at this coverage
strong_signal_only,temperature_scaled,entropy_max,validation,0.9,validation,0.6910075524516146,1965,218,0.09986257443884562,0.9140658575465197,0.7760899709498179,0.7243230187005221,0.7708454810495626,0.08487128858668429,0.03135708844837905,0.8682388097119912,0.6788382897538394,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_max,validation,0.8,validation,0.6832812672284264,1747,436,0.19972514887769124,0.9186328508004824,0.7802694282194806,0.7365591039636408,0.791619221134138,0.07792496543604352,0.028986338033410546,0.8527272280208716,0.6562320344145274,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_max,validation,0.7,validation,0.665626287793252,1529,654,0.2995877233165369,0.9206168369291806,0.7808130464100029,0.7377882482795706,0.8107662730019225,0.07000405664708233,0.025647993725172152,0.8558161485602686,0.6624601701280717,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_max,validation,0.6,validation,0.6314425127086184,1310,873,0.3999083829592304,0.9210337953705569,0.7789003519931882,0.7412545794337475,0.8349056603773585,0.06153231886047161,0.02447872712431799,0.8618474002502834,0.6684188905015953,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,entropy_max,validation,0.5,validation,0.5861061466758971,1092,1091,0.49977095739807603,0.9245282564354905,0.7843978526214836,0.7532756487518539,0.8591549295774648,0.05363355022332407,0.018594956544029078,0.8706204225044644,0.6772543428801256,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,margin_uncertainty,validation,1.0,validation,inf,2183,0,0.0,0.9114075266819333,0.7740157303282164,0.7214090103714323,0.7600470825626366,0.08945284038831212,0.03166043872162867,,,0.9114075266819333,0.7214090103714323,empty retained or referred subset at this coverage
strong_signal_only,temperature_scaled,margin_uncertainty,validation,0.9,validation,-0.025137153181983896,1965,218,0.09986257443884562,0.9159319281370462,0.7814633607999932,0.7317555589844115,0.77554882664648,0.0849064837934401,0.03214421088402407,0.8497567309311156,0.6207569493486781,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,margin_uncertainty,validation,0.8,validation,-0.05424161721981313,1747,436,0.19972514887769124,0.9204443968530862,0.7861694863782349,0.7402232519735427,0.7886037407568508,0.08008158183406366,0.031626042323479375,0.858032608603865,0.6455440082688031,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,margin_uncertainty,validation,0.7,validation,-0.08365051044450134,1529,654,0.2995877233165369,0.9240088842108556,0.790261109415481,0.751936566054354,0.8070264765784114,0.07359139787891897,0.029120364831187386,0.8601249589919572,0.6496872793168026,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,margin_uncertainty,validation,0.6,validation,-0.11978754973039663,1310,873,0.3999083829592304,0.9265174627948216,0.7944923218780169,0.7690022048411176,0.8307315580042853,0.06647087423093201,0.025973149639976812,0.8653308467572419,0.6535368926636064,0.9114075266819333,0.7214090103714323,
strong_signal_only,temperature_scaled,margin_uncertainty,validation,0.5,validation,-0.16101149445213558,1092,1091,0.49977095739807603,0.9304356363862375,0.8019166854045722,0.7861345613002152,0.8555176336746303,0.057781305876621135,0.023640810011293357,0.8701169248464093,0.663120337784714,0.9114075266819333,0.7214090103714323,
signal_embedding_mlp,raw,entropy_macro,validation,1.0,validation,inf,2183,0,0.0,0.9124966271965246,0.7763970315512838,0.7250520930474396,0.7603757472245943,0.08756374679501758,0.03417050607840961,,,0.9124966271965246,0.7250520930474396,empty retained or referred subset at this coverage
signal_embedding_mlp,raw,entropy_macro,validation,0.9,validation,0.410134475825269,1965,218,0.09986257443884562,0.9195133190494682,0.7890138043850687,0.7395572242616428,0.783307210031348,0.07901280590859011,0.03286430436969779,0.7766351737007766,0.5480557826570951,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_macro,validation,0.8,validation,0.3525648794764139,1747,436,0.19972514887769124,0.9230979943207827,0.7937236238996119,0.7495527704495669,0.803391384051329,0.07218851472149168,0.03284477727889421,0.816770572285014,0.5914870416415938,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_macro,validation,0.7,validation,0.3031179703104689,1529,654,0.2995877233165369,0.9280456241738712,0.8058380627148484,0.7644911354145196,0.8258518117901569,0.06476196068291726,0.0320044945168599,0.8348821590359154,0.623181141377479,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_macro,validation,0.6,validation,0.26112851912008644,1310,873,0.3999083829592304,0.9299094336561436,0.8061488199436433,0.7732955278875966,0.8441685723619732,0.05830453529797895,0.03187849155473098,0.8548843818496838,0.6503658171797916,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_macro,validation,0.5,validation,0.2231308722051005,1092,1091,0.49977095739807603,0.9252083386751384,0.7900895978961773,0.7600472359901481,0.8628899835796388,0.05094238135236344,0.03015738916008917,0.8708206555008292,0.6708356841317743,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_max,validation,1.0,validation,inf,2183,0,0.0,0.9124966271965246,0.7763970315512838,0.7250520930474396,0.7603757472245943,0.08756374679501758,0.03417050607840961,,,0.9124966271965246,0.7250520930474396,empty retained or referred subset at this coverage
signal_embedding_mlp,raw,entropy_max,validation,0.9,validation,0.6892762282174938,1965,218,0.09986257443884562,0.9171553667286083,0.7828564334532183,0.7303410103007419,0.7738164815897136,0.08204494673789482,0.03445822081427236,0.8395365155024592,0.637377286468283,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_max,validation,0.8,validation,0.6769529908390464,1747,436,0.19972514887769124,0.919171041530834,0.7819438344514931,0.7355479359087815,0.7918292403029608,0.07548125013881604,0.03225867836582129,0.8488873461381246,0.6472262803479915,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_max,validation,0.7,validation,0.6482410536181225,1529,654,0.2995877233165369,0.9227574876111717,0.7886311579461821,0.7509439537722065,0.8143908421913328,0.06844082661761709,0.03255769793704291,0.8565084608879406,0.6507726973489423,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_max,validation,0.6,validation,0.5871685677370282,1310,873,0.3999083829592304,0.9232063855336088,0.7870969059329946,0.7588397364464373,0.8377659574468085,0.06134335875925219,0.03119158863157435,0.8661060863963627,0.6622765489837976,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,entropy_max,validation,0.5,validation,0.5094247217964035,1092,1091,0.49977095739807603,0.9192192111158827,0.7669337446263497,0.7485936632663204,0.8597739640016744,0.05355206557139323,0.029433357435942126,0.8763176813439804,0.6785092593912139,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,margin_uncertainty,validation,1.0,validation,inf,2183,0,0.0,0.9124966271965246,0.7763970315512838,0.7250520930474396,0.7603757472245943,0.08756374679501758,0.03417050607840961,,,0.9124966271965246,0.7250520930474396,empty retained or referred subset at this coverage
signal_embedding_mlp,raw,margin_uncertainty,validation,0.9,validation,-0.027752389999999988,1965,218,0.09986257443884562,0.9153472252970495,0.7772823612593611,0.7277711042000498,0.7687245984130057,0.08333502568356177,0.03358615680966677,0.8704054457663858,0.6860245910072942,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,margin_uncertainty,validation,0.8,validation,-0.05791997000000004,1747,436,0.19972514887769124,0.9211899734961717,0.7849151203693652,0.7378486927670124,0.7823581560283688,0.07846579472629685,0.0335235793125898,0.8601227328722875,0.6674597827187618,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,margin_uncertainty,validation,0.7,validation,-0.08491804000000003,1529,654,0.2995877233165369,0.9267104582556618,0.792522504536045,0.7488228787527149,0.8014571948998178,0.07132059865251185,0.03266289129117672,0.855638775256236,0.6616175620851615,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,margin_uncertainty,validation,0.6,validation,-0.11374339999999994,1310,873,0.3999083829592304,0.9311705386292916,0.8007900839653292,0.7651418740451018,0.8220365212008666,0.06559721949235389,0.032078051038676475,0.8611593508992081,0.6613087143988474,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,raw,margin_uncertainty,validation,0.5,validation,-0.140509239,1092,1091,0.49977095739807603,0.9305999646524994,0.7938935932023469,0.7546980702719024,0.8282138794084186,0.06207909899498282,0.03514483201575658,0.8706954094947378,0.6768748351681679,0.9124966271965246,0.7250520930474396,
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,1.0,validation,inf,2183,0,0.0,0.9124966271965246,0.7763970315512838,0.7175602348081385,0.7485049833887043,0.08643167178652808,0.01977404347450682,,,0.9124966271965246,0.7175602348081385,empty retained or referred subset at this coverage
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,0.9,validation,0.46357384554229525,1965,218,0.09986257443884562,0.9201058183001211,0.7903078912169514,0.7350186314828163,0.7733990147783252,0.07797185468890541,0.019329834244638706,0.775313575810409,0.5254475703324808,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,0.8,validation,0.41043169279844527,1747,436,0.19972514887769124,0.9241811511463259,0.7976011248305772,0.7435537895879362,0.7920836112964198,0.07074291162003365,0.018727452613721295,0.8126839415362438,0.5854466575210985,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,0.7,validation,0.3649332436738916,1529,654,0.2995877233165369,0.9279367078584467,0.8064187110452149,0.7595258796724096,0.8163908589440504,0.0632465478070409,0.018029280934226954,0.8340721666465278,0.6104171646153608,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,0.6,validation,0.33084297847136673,1310,873,0.3999083829592304,0.9314150753087558,0.8094183499236095,0.768072492546077,0.8332276474318326,0.05686736058369555,0.01824227784416723,0.8527125816536198,0.6386681781372359,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_macro,validation,0.5,validation,0.2910193097172835,1092,1091,0.49977095739807603,0.9275482315286288,0.7955271722599585,0.7622233278032405,0.8524720893141946,0.04996814076721785,0.01769536637321256,0.8708069809972813,0.6606806835310438,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_max,validation,1.0,validation,inf,2183,0,0.0,0.9124966271965246,0.7763970315512838,0.7175602348081385,0.7485049833887043,0.08643167178652808,0.01977404347450682,,,0.9124966271965246,0.7175602348081385,empty retained or referred subset at this coverage
signal_embedding_mlp,temperature_scaled,entropy_max,validation,0.9,validation,0.6906283861008123,1965,218,0.09986257443884562,0.9169052925870288,0.7821365516210051,0.7208908291127899,0.7604779063151906,0.08082174559036819,0.01934590007867334,0.8396322401624264,0.6373646175025529,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_max,validation,0.8,validation,0.6826893603777728,1747,436,0.19972514887769124,0.9187705092693689,0.7808982779411453,0.7248541754582994,0.7770615692376084,0.07437650985599971,0.018876006159550773,0.8503654423643695,0.6472007608955705,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_max,validation,0.7,validation,0.6647301284875016,1529,654,0.2995877233165369,0.9227633597637356,0.7891291549926576,0.7443460394013854,0.8029700344736145,0.06682522621331355,0.017597754851898795,0.8558019946353561,0.6421400434219193,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_max,validation,0.6,validation,0.6268104355616628,1310,873,0.3999083829592304,0.924179544675378,0.7892192591887808,0.7475946373672847,0.8232618583495777,0.059978248162806,0.018431605455776254,0.8661918194025079,0.6579446930009143,0.9124966271965246,0.7175602348081385,
signal_embedding_mlp,temperature_scaled,entropy_max,validation,0.5,validation,0.5727073494479039,1092,1091,0.49977095739807603,0.9208996186565475,0.7732354245438822,0.7491373783410442,0.8485342019543974,0.05145439758726957,0.014665219158694644,0.8752391161360776,0.6700934929826536,0.9124966271965246,0.7175602348081385,
